id,title,description,link,published,source,source_url,sentiment,sentiment_confidence,sentiment_positive,sentiment_neutral,sentiment_negative,token_count,scraped_at,people,organizations,locations,dates,money,events,entity_count,keywords,top_keywords
48,"Eating too much of these foods is driving the rise in type 2 diabetes, study says","Gobbling up too many refined wheat and rice products, along with eating too few whole grains, is fueling the growth of new cases of type 2 diabetes worldwide, according to a new study that models data through 2018.",https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html,"Mon, 17 Apr 2023 16:02:46 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,negative,0.6900694370269775,0,0,0,32,2025-12-01T17:25:08.427536,,,,2018,,,0,study; type; diabetes; data; these foods; the rise; type 2 diabetes; too many refined wheat and rice products; too few whole grains; the growth,study; type; diabetes; data; these foods
35,Here are the 20 specific Fox broadcasts and tweets Dominion says were defamatory,"• Fox-Dominion trial delay 'is not unusual,' judge says
• Fox News' defamation battle isn't stopping Trump's election lies",https://www.cnn.com/2023/04/17/media/dominion-fox-news-allegations/index.html,"Mon, 17 Apr 2023 16:01:11 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,negative,0.6590083837509155,0,0,0,25,2025-12-01T17:25:08.427464,• Fox-Dominion,Fox; Dominion; Fox News'; Trump,,,,,0,dominion; fox; tweets; judge; lies; the 20 specific fox broadcasts; defamatory • fox-dominion trial delay; fox news' defamation battle; trump's election; broadcasts,dominion; fox; tweets; judge; lies
79,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,"Mon, 17 Apr 2023 15:52:19 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,negative,0.6861001253128052,0,0,0,34,2025-12-01T17:25:08.427702,Bing,Google; Alphabet; Microsoft,AI,Monday,,,0,fears; shares; concerns; google; parent; search; market; share; google-parent stock; search market share,fears; shares; concerns; google; parent
94,Why isn't the House Judiciary Committee looking into Thomas?,"On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""",https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,"Mon, 17 Apr 2023 11:37:37 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,neutral,0.8058180809020996,0,0,0,58,2025-12-01T17:25:08.427811,Thomas; Donald Trump; Jim Jordan; Alvin Bragg,the House Judiciary Committee; GOP; House Judiciary Committee; the Judiciary Committee,New York City; Manhattan,Monday,,,0,manhattan; judiciary; committee; thomas; monday; violent crime; house; new; york; city,manhattan; judiciary; committee; thomas; monday
98,Recap: 'Succession' finds dark humor in the aftershocks,"After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,"Mon, 17 Apr 2023 02:28:12 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,neutral,0.4898505210876465,0,0,0,32,2025-12-01T17:25:08.427831,Logan Roy,HBO,,,,,0,"succession; recap; the aftershocks; life; aftershocks; dark humor; the shock; the power vacuum; ""succession; logan roy",succession; recap; the aftershocks; life; aftershocks
99,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.",https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,"Mon, 01 May 2023 23:02:04 GMT",CNN Top Stories,http://rss.cnn.com/rss/cnn_topstories.rss,positive,0.9495077133178711,0,0,0,23,2025-12-01T17:25:08.427836,,Showtime,,'90s; this season,,,0,"yellowjackets; music; yellowjackets' leans; 90s music nostalgia; the many dark gifts; showtime's eerie hit series ""yellowjackets; this season; the music; leans; 90s",yellowjackets; music; yellowjackets' leans; 90s music nostalgia; the many dark gifts
31,Fisk injury depletes England options in defence,"Liverpool captain Grace Fisk is unavailable for England's final friendly match of the year after picking up a ""small calf injury"" in training.",https://www.bbc.com/sport/football/articles/clyd1nl0n54o?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 12:07:01 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.621924638748169,0,0,0,24,2025-12-01T17:25:06.542466,Grace Fisk,Liverpool,England,the year,,,0,"training; fisk; injury; england; fisk injury; england options; defence liverpool captain grace fisk; england's final friendly match; the year; a ""small calf injury",training; fisk; injury; england; fisk injury
137,Starmer says he is ‘proud’ of budget and insists ‘there was no misleading’ by Reeves over public finances – UK politics live,"<p>Prime minister gives speech after report that some ministers are unhappy over handling of the budget</p><p><em>Q: Yesterday you said Rachel Reeves was lying. Today you are saying she gave out false information. Are you still accusing her of being a liar?</em></p><p><strong>Badenoch</strong> replies: “Yes.”</p> <a href=""https://www.theguardian.com/politics/live/2025/dec/01/keir-starmer-rachel-reeves-budget-labour-uk-politics-live-news-latest-updates"">Continue reading...</a>",https://www.theguardian.com/politics/live/2025/dec/01/keir-starmer-rachel-reeves-budget-labour-uk-politics-live-news-latest-updates,"Mon, 01 Dec 2025 12:05:04 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.6327531337738037,0,0,0,49,2025-12-01T17:25:10.051621,Rachel Reeves,Starmer; Reeves,UK,Yesterday; Today,,,0,reeves; politics; starmer; budget; speech; report; handling; rachel; no misleading; public finances,reeves; politics; starmer; budget; speech
112,"Death toll passes 1,100 in devastating floods across Indonesia, Sri Lanka, Malaysia and Thailand – latest updates","<p>Hundreds remain missing in Indonesia and Sri Lanka as rescue efforts continue after Cyclone Ditwah</p><ul><li><p><a href=""https://www.theguardian.com/world/2025/dec/01/asia-floods-visual-guide-flooding-extreme-weather-cyclones-monsoon"">How cyclones and monsoon rains combined to devastate parts of Asia – visual guide</a></p></li></ul><p>Cyclone Ditwah, which unleashed catastrophic flooding and landslides across Sri Lanka, has brought heavy rain to India’s southern state of <strong>Tamil Nadu</strong>.</p><p>The storm, now about 30 miles off the coast of the city of <strong>Chennai</strong>, the state capital, has weakened into a “deep depression”, according to weather officials, who expect it to weaken even further across the day.</p> <a href=""https://www.theguardian.com/world/live/2025/dec/01/death-toll-floods-indonesia-sri-lanka-malaysia-thailand-latest-updates-news-live"">Continue reading...</a>",https://www.theguardian.com/world/live/2025/dec/01/death-toll-floods-indonesia-sri-lanka-malaysia-thailand-latest-updates-news-live,"Mon, 01 Dec 2025 12:04:55 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.7874717116355896,0,0,0,90,2025-12-01T17:25:10.051488,Cyclone Ditwah</p><ul><li><p><a,>Cyclone Ditwah,Indonesia; Sri Lanka; Malaysia; Thailand; Asia; India,,,,0,indonesia; sri; lanka; sri lanka; malaysia; thailand; asia; floods; hundreds; parts,indonesia; sri; lanka; sri lanka; malaysia
142,"First Thing: Death toll passes 1,000 in devastating floods across Indonesia, Sri Lanka, Malaysia and Thailand","<p>Hundreds remain missing in Indonesia and Sri Lanka as rescue efforts continue.  Plus, law changes could bring cheap balcony solar to millions of Americans</p><p>Good morning.</p><p>Sri Lanka and Indonesia <a href=""https://www.theguardian.com/world/2025/dec/01/asia-flood-sri-lanka-indonesia-deploy-military"">have deployed their militaries</a> to help victims of floods that have killed more than 1,000 people in Indonesia, Sri Lanka, Thailand and Malaysia in recent days.</p><p><strong>How many people remain missing?</strong> 508 people are missing in Indonesia and 366 in Sri Lanka. <a href=""https://www.theguardian.com/world/live/2025/dec/01/death-toll-floods-indonesia-sri-lanka-malaysia-thailand-latest-updates-news-live?page=with%3Ablock-692d47f88f085c6c5a87623d#block-692d47f88f085c6c5a87623d"">Our liveblog will bring you latest updates as rescue efforts continue</a>.</p><p><strong>How do Ukraine’s European allies view the peace talks?</strong> There’s frustration that Europe is being excluded, with the EU foreign policy chief, Kaja Kallas, saying “the Ukrainian are there alone”. But she called for the bloc to continue piling the pressure on Moscow via sanctions and giving Ukraine “military, financial and humanitarian support”. <a href=""https://www.theguardian.com/world/live/2025/dec/01/zelenskyy-macron-us-ukraine-russia-steve-witkoff-jared-kushner-moscow-europe-live-latest-news-updates?filterKeyEvents=false&amp;page=with%3Ablock-692d4f9e8f087062a547e003#block-692d4f9e8f087062a547e003"">For the latest, head to our liveblog.</a></p> <a href=""https://www.theguardian.com/us-news/2025/dec/01/first-thing-floods-indonesia-sri-lanka-malaysia-thailand"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/dec/01/first-thing-floods-indonesia-sri-lanka-malaysia-thailand,"Mon, 01 Dec 2025 12:02:09 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.5612284541130066,0,0,0,129,2025-12-01T17:25:10.051646,liveblog; Kaja Kallas,EU,Indonesia; Sri Lanka; Malaysia; Thailand; Ukraine; Europe; Moscow; russia,,,,0,"indonesia; lanka; sri; floods; ukraine; thailand; malaysia; href=""https://www.theguardian.com; dec/01; sri lanka",indonesia; lanka; sri; floods; ukraine
107,Trump backs Hegseth amid report of repeated strike on boat – US politics live,"<p>Calls from Congress for an immediate investigation into reports that war secretary ordered a second strike on alleged drug-smuggling boat </p><p>There’s been a swift response from lawmakers following the reports. Republican-led committees overseeing the Pentagon have vowed to conduct “vigorous oversight” into the boat strikes.</p><p><strong>Senate Armed Services Committee</strong>:“Has directed inquiries to the Department, and we will be conducting vigorous oversight to determine the facts related to these circumstances”.</p><p><strong>House Armed Services Committee:</strong> “Is taking bipartisan action to gather a full accounting of the operation in question”.</p><p>We’ll look into it, but no, I wouldn’t have wanted that – not a second strike. The first strike was very lethal.”</p> <a href=""https://www.theguardian.com/us-news/live/2025/dec/01/donald-trump-pete-hegseth-caribbean-boats-venezuela-immigration-us-politics-latest-news-updates"">Continue reading...</a>",https://www.theguardian.com/us-news/live/2025/dec/01/donald-trump-pete-hegseth-caribbean-boats-venezuela-immigration-us-politics-latest-news-updates,"Mon, 01 Dec 2025 12:00:20 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.7904427647590637,0,0,0,85,2025-12-01T17:25:10.051461,Hegseth,Congress; Pentagon; Senate Armed Services; Department; circumstances”.</p><p><strong>House Armed Services Committee:</strong>,US,,,,0,boat; strike; reports; backs; hegseth; report; congress; lawmakers; politics; oversight,boat; strike; reports; backs; hegseth
122,"Zelenskyy meets with Macron, as US negotiators Steve Witkoff and Jared Kushner head to Moscow – Europe live","<p>Ukrainian president embarks on busy week of diplomacy as US ups pressure to end war</p><p>UK prime minister <strong>Keir Starmer</strong> is delivering a major economy speech this morning.</p><p>You can follow all the key lines <a href=""https://www.theguardian.com/politics/live/2025/dec/01/keir-starmer-rachel-reeves-budget-labour-uk-politics-live-news-latest-updates"">on our UK live blog</a> with my colleague <strong>Andrew Sparrow</strong>, but <strong>there’s a particular line of argument that will no doubt reasonate in Europe,</strong> too.</p><p><em>“Let me be crystal clear, <strong>there is no credible economic vision for Britain that does not position us as an open, trading economy.</strong></em></p><p><em>So <strong>we must all now confront the reality that the Brexit deal</strong> <strong>we have significantly hurt our economy</strong> and so for economic renewal, we have to keep reducing frictions.</em></p> <a href=""https://www.theguardian.com/world/live/2025/dec/01/zelenskyy-macron-us-ukraine-russia-steve-witkoff-jared-kushner-moscow-europe-live-latest-news-updates"">Continue reading...</a>",https://www.theguardian.com/world/live/2025/dec/01/zelenskyy-macron-us-ukraine-russia-steve-witkoff-jared-kushner-moscow-europe-live-latest-news-updates,"Mon, 01 Dec 2025 11:56:40 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.9097949862480164,0,0,0,101,2025-12-01T17:25:10.051540,Macron; Steve Witkoff; Jared Kushner,,US; Moscow; Europe; UK; Britain; russia,busy week,,,0,strong; zelenskyy; macron; moscow; europe; politics; witkoff; diplomacy; argument; britain,strong; zelenskyy; macron; moscow; europe
3,"Heads of UK Special Forces suppressed evidence of war crimes, officer tells inquiry","An officer tells the Independent Inquiry relating to Afghanistan UK Special Forces leadership was ""very much suppressing"" the allegations.",https://www.bbc.com/news/articles/cvgk1l4lrrdo?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 11:41:28 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.7228705883026123,0,0,0,26,2025-12-01T17:25:06.542317,,Special Forces; the Independent Inquiry,Afghanistan; UK,,,,0,officer; inquiry; heads; evidence; special; forces; uk special forces; war crimes; an officer; the independent inquiry,officer; inquiry; heads; evidence; special
108,"St Lucia votes in election dominated by economy, crime and passport sales","<p>Philip Pierre hopes to fend off challenge from former PM Allen Chastanet amid tense relations with US</p><p>Voters in St Lucia have gone to the polls to elect a new legislature and choose their prime minister, in a race dominated by debates over economic management, violent crime and passport sales.</p><p>The Labour party, led by the prime minister, Philip Pierre, is seeking to fend off a challenge from the conservative opposition leader, Allen Chastanet, who preceded Pierre as prime minister of the island of 180,000 people. Labour holds a strong majority in both of St Lucia’s legislative chambers.</p> <a href=""https://www.theguardian.com/world/2025/dec/01/st-lucia-votes-election-economy-crime-passport-sales"">Continue reading...</a>",https://www.theguardian.com/world/2025/dec/01/st-lucia-votes-election-economy-crime-passport-sales,"Mon, 01 Dec 2025 11:37:09 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.8873568177223206,0,0,0,79,2025-12-01T17:25:10.051467,St Lucia; Philip Pierre; PM Allen Chastanet; Allen Chastanet; Pierre; St Lucia’s,Labour,,,,,0,passport; crime; pierre; lucia; election; economy; challenge; labour; minister; st lucia,passport; crime; pierre; lucia; election
113,"Sri Lanka and Indonesia deploy militaries as Asia floods death toll passes 1,300","<p>Millions of people affected by torrential rainfall in Sri Lanka and large parts of Indonesia’s Sumatra, southern Thailand and northern Malaysia</p><ul><li><p><a href=""https://www.theguardian.com/world/live/2025/dec/01/death-toll-floods-indonesia-sri-lanka-malaysia-thailand-latest-updates-news-live"">Devastating floods hit Indonesia, Sri Lanka, Malaysia and Thailand – latest updates</a></p></li></ul><p>Sri Lanka and Indonesia have deployed military personnel as they race to help victims of <a href=""https://www.theguardian.com/world/2025/nov/30/indonesia-thailand-floods"">devastating flooding</a> that has killed more than 1,300 people across four countries in Asia.</p><p>Millions of people have been affected by a combination of tropical cyclones and heavy monsoon rains in Sri Lanka, parts of Indonesia’s Sumatra, Thailand and Malaysia in recent days.</p> <a href=""https://www.theguardian.com/world/2025/dec/01/asia-flood-sri-lanka-indonesia-deploy-military"">Continue reading...</a>",https://www.theguardian.com/world/2025/dec/01/asia-flood-sri-lanka-indonesia-deploy-military,"Mon, 01 Dec 2025 11:34:50 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.6453129053115845,0,0,0,89,2025-12-01T17:25:10.051494,Sri Lanka,Malaysia</p><ul><li><p><a; Asia.</p><p>Millions,Indonesia; Asia; Sri Lanka; Sumatra; Thailand; malaysia,,,,0,indonesia; lanka; thailand; sri; people; malaysia; sri lanka; sumatra; millions; parts,indonesia; lanka; thailand; sri; people
4,Tulip Siddiq MP given jail sentence in Bangladesh after trial in her absence,"The former minister and niece of Bangladesh's ousted former leader, who received a two-year sentence, says the charges are politically motivated.",https://www.bbc.com/news/articles/c4g9dyd84lwo?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 11:33:21 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.7154531478881836,0,0,0,24,2025-12-01T17:25:06.542323,,,Bangladesh,two-year,,,0,bangladesh; trial; niece; sentence; tulip siddiq mp; jail sentence; her absence; the former minister; bangladesh's ousted former leader; a two-year sentence,bangladesh; trial; niece; sentence; tulip siddiq mp
127,Sri Lanka braced for more damage after torrential rain kills hundreds across Asia,"<p>Meanwhile, Iran grapples with one of worst droughts and temperatures fall 10C below normal in US</p><p>More heavy rainfall is expected in Sri Lanka in the coming days, likely resulting in further damage across the country. It comes after <a href=""https://www.theguardian.com/world/2025/nov/30/indonesia-thailand-floods"">torrential rainfall in south-east Asia</a> triggered catastrophic flash floods and landslides that have affected millions, killing more than 300 people in Indonesia and 160 in Thailand, with hundreds more still missing.</p><p>Parts of North Sumatra, Indonesia, were hit with rainfall totals of 800mm over four days, with other areas also experiencing heavy rainfall.</p> <a href=""https://www.theguardian.com/environment/2025/dec/01/sri-lanka-braced-for-more-damage-after-torrential-rain-floods-kills-hundreds-across-asia"">Continue reading...</a>",https://www.theguardian.com/environment/2025/dec/01/sri-lanka-braced-for-more-damage-after-torrential-rain-floods-kills-hundreds-across-asia,"Mon, 01 Dec 2025 11:32:54 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.8129513263702393,0,0,0,78,2025-12-01T17:25:10.051570,Sri Lanka,,Asia; Iran; Sri Lanka; indonesia; thailand; North Sumatra,the coming days; four days,,,0,hundreds; indonesia; thailand; sri; lanka; damage; rainfall; sri lanka; asia; iran,hundreds; indonesia; thailand; sri; lanka
117,Labor rejects standalone AI legislation with plan that offers to help ‘unlock’ public and private data,"<p>Roadmap focuses on technology’s ‘economic benefits’ and says existing laws will cover the fast-growing new technology</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>The Albanese government has decided against legislation to manage artificial intelligence, with a new national roadmap emphasising Labor’s focus on the technology’s economic benefits and plans to “unlock” vast datasets held by private companies and the public service to help train AI models.</p><p>Supporting and reskilling workers affected by AI in their jobs, boosting investment in datacentres, and sharing the productivity benefits across the economy are key components of the Labor government’s National AI Plan, launched on Tuesday.</p> <a href=""https://www.theguardian.com/australia-news/2025/dec/01/labor-rejects-standalone-ai-legislation-with-plan-that-offers-to-help-unlock-public-and-private-data"">Continue reading...</a>",https://www.theguardian.com/australia-news/2025/dec/01/labor-rejects-standalone-ai-legislation-with-plan-that-offers-to-help-unlock-public-and-private-data,"Mon, 01 Dec 2025 11:30:33 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.7504317164421082,0,0,0,104,2025-12-01T17:25:10.051514,,Labor,AI,,,,0,"labor; plan; legislation; benefits; href=""https://www.theguardian.com; news; investment; datacentres; tuesday.</p; roadmap","labor; plan; legislation; benefits; href=""https://www.theguardian.com"
114,Hong Kong arrests 13 on suspicion of manslaughter over apartment fires,"<p>Authorities face growing criticism for detaining at least two civilians who have called for accountability</p><p>Authorities in Hong Kong have arrested 13 people on suspicion of manslaughter in relation to <a href=""https://www.theguardian.com/news/2025/nov/28/hong-kong-apartment-fire-response-rescue-operations-death-toll"">last week’s devastating fire</a>, as they face growing criticism from residents over the arrests under national security laws of at least two civilians calling for accountability.</p><p>Emergency services continued to search through the seven towers of the Wang Fuk Court estate in Tai Po on Monday, days after <a href=""https://www.theguardian.com/world/2025/nov/30/hong-kong-mourns-as-apartment-blaze-death-toll-rises"">the city’s deadliest fire in 75 years</a>. The death toll rose to 151 and is expected to rise further as the search continues. About 40 people are still missing.</p> <a href=""https://www.theguardian.com/news/2025/dec/01/hong-kong-arrests-manslaughter-apartment-fires"">Continue reading...</a>",https://www.theguardian.com/news/2025/dec/01/hong-kong-arrests-manslaughter-apartment-fires,"Mon, 01 Dec 2025 11:12:33 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.7246439456939697,0,0,0,88,2025-12-01T17:25:10.051499,,the Wang Fuk Court,Hong Kong; nov/28; hong-kong; Tai Po,"Monday, days",,,0,"manslaughter; hong; kong; suspicion; apartment; authorities; href=""https://www.theguardian.com; death; hong kong; growing criticism",manslaughter; hong; kong; suspicion; apartment
19,Man refuses to appear at court over train attacks,Anthony Williams is accused of the attempted murders of 13 people.,https://www.bbc.com/news/articles/c997ng7zx3xo?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 11:07:56 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.8214305639266968,0,0,0,13,2025-12-01T17:25:06.542401,Anthony Williams,,,,,,0,court; train attacks anthony williams; the attempted murders; 13 people; man; train; attacks; anthony; williams; murders,court; train attacks anthony williams; the attempted murders; 13 people; man
2,"Chris Mason: Why, in my judgement, Reeves was misleading on one specific point","The Chancellor chose not to share some information on tax receipts in an unusual press conference, given before the Budget.",https://www.bbc.com/news/articles/cewjkv8jylko?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 11:03:33 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.6257795691490173,0,0,0,19,2025-12-01T17:25:06.542306,Chris Mason,Reeves; Budget,,,,,0,reeves; my judgement; one specific point; the chancellor; some information; tax receipts; an unusual press conference; the budget; chris; mason,reeves; my judgement; one specific point; the chancellor; some information
7,Weather warnings issued as month's worth of rain could fall in 24 hours,Parts of the UK could see a month's worth of rainfall in just one day.,https://www.bbc.com/weather/articles/crrkdylz9rxo?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 11:02:15 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.7270704507827759,0,0,0,21,2025-12-01T17:25:06.542339,,,UK,month; just one day,,,0,rain; parts; rainfall; month; worth; weather warnings; month's worth; 24 hours; the uk; a month's worth,rain; parts; rainfall; month; worth
143,Luigi Mangione hearing tests legality of evidence in healthcare CEO murder case,"<p>Alleged gunman faces nine charges including second-degree murder in New York state case</p><p><a href=""https://www.theguardian.com/us-news/2024/dec/09/unitedhealthcare-ceo-shooting-suspect-arrested"">Luigi Mangione</a> is due to appear in Manhattan state court on Monday for the first day of a potentially weeklong proceeding to weigh the legality of evidence gathered during his arrest after the killing of a prominent healthcare executive.</p><p>Mangione was apprehended last December in the murder of senior United HealthCare figure <a href=""https://www.theguardian.com/us-news/brian-thompson-shooting"">Brian Thompson</a> last December. In addition to state-level charges, he faces a Manhattan federal court case.</p> <a href=""https://www.theguardian.com/us-news/2025/dec/01/luigi-mangione-new-york-evidence-hearing"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/dec/01/luigi-mangione-new-york-evidence-hearing,"Mon, 01 Dec 2025 11:00:34 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.7036993503570557,0,0,0,77,2025-12-01T17:25:10.051651,Luigi Mangione,healthcare; United HealthCare,New York; Manhattan; -york,Monday; the first day; last December,,,0,"evidence; mangione; legality; healthcare; murder; state; href=""https://www.theguardian.com; tests; news/2024; monday",evidence; mangione; legality; healthcare; murder
109,Trump ‘wouldn’t have wanted’ second strike on Caribbean boat survivors,"<p>US president says he will look into reports US military was told to conduct follow-up attack on suspected drug vessel</p><p>Donald Trump has said he will look into reports that the US military conducted a follow-up strike on a boat in the Caribbean that it believed to be ferrying drugs, killing survivors of an initial missile attack.</p><p>The US president also said on Sunday he “wouldn’t have wanted” a second strike on the vessel during the incident <a href=""https://www.theguardian.com/us-news/2025/sep/02/trump-venezuela-boat-lethal-strike"">on 2 September</a> – the first publicised operation in a series of attacks in the Caribbean and eastern Pacific that Washington says are aimed at combatting the drug trade.</p> <a href=""https://www.theguardian.com/us-news/2025/nov/30/trump-nicolas-maduro-venezuela-call"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/nov/30/trump-nicolas-maduro-venezuela-call,"Mon, 01 Dec 2025 10:27:14 GMT",The Guardian,https://www.theguardian.com/world/rss,negative,0.5614280700683594,0,0,0,73,2025-12-01T17:25:10.051472,Donald Trump; 2 September</a>,,Caribbean; US; venezuela; Washington,Sunday,,,0,reports; survivors; strike; boat; trump; drugs; sunday; attacks; washington; maduro,reports; survivors; strike; boat; trump
138,‘Rage bait’ named word of the year by Oxford University Press,"<p>Existence of phrase – to describe content intended to make you angry – shows people are aware of manipulation tactics used online, says Oxford Dictionary publisher</p><p>Good news for those who find their blood pressure rising as they scroll through their online news feeds: the Oxford English Dictionary’s publisher has highlighted the term they might need to describe how they often feel, naming “rage bait” as its word of the year.</p><p>According to the Oxford University Press’ analysis, use of the phrase has tripled in the past 12 months.</p> <a href=""https://www.theguardian.com/media/2025/dec/01/rage-bait-named-word-of-the-year-by-oxford-university-press"">Continue reading...</a>",https://www.theguardian.com/media/2025/dec/01/rage-bait-named-word-of-the-year-by-oxford-university-press,"Mon, 01 Dec 2025 10:26:17 GMT",The Guardian,https://www.theguardian.com/world/rss,neutral,0.6471672654151917,0,0,0,71,2025-12-01T17:25:10.051626,,Oxford University Press; Oxford Dictionary publisher</p><p>Good; the Oxford University Press,,the year; the past 12,,,0,oxford; word; phrase; rage; bait; university; existence; content; people; year,oxford; word; phrase; rage; bait
22,Charli XCX and Raye to headline Reading and Leeds Festival 2026,It is the first time in 25 years the top of the festival bill will be exclusively British and Irish acts.,https://www.bbc.com/news/articles/c1kpj910pr4o?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 10:25:03 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.706979513168335,0,0,0,19,2025-12-01T17:25:06.542416,,,,25 years,,,0,raye; festival; reading and leeds festival; the first time; 25 years; the festival bill; exclusively british and irish acts; xcx; reading; leeds,raye; festival; reading and leeds festival; the first time; 25 years
21,Former Tory deputy chair Gullis defects to Reform,"Jonathan Gullis, a former education minister, lost his Stoke-on-Trent North seat in 2024.",https://www.bbc.com/news/articles/cgr12e7259xo?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 10:21:35 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.654062032699585,0,0,0,17,2025-12-01T17:25:06.542411,Gullis; Jonathan Gullis,,,2024,,,0,trent; gullis; former tory deputy chair gullis; reform jonathan gullis; a former education minister; tory; deputy; chair; reform; jonathan,trent; gullis; former tory deputy chair gullis; reform jonathan gullis; a former education minister
10,Runaway reindeer sparks huge search operation after fleeing festive celebration,"The animal, named Buddy, fled a festive celebration on the coast and went on the run for hours.",https://www.bbc.com/news/articles/cn5l209pn1wo?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 10:00:23 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,neutral,0.5994150042533875,0,0,0,19,2025-12-01T17:25:06.542354,Buddy,,Runaway,,,,0,buddy; hours; celebration; runaway reindeer; huge search operation; festive celebration; the animal; a festive celebration; the coast; the run,buddy; hours; celebration; runaway reindeer; huge search operation
11,Death toll in Indonesia floods passes 500,"Another 500 people are missing, while thousands more have been injured, after a cyclone hit the region.",https://www.bbc.com/news/articles/c4g4enlp6kzo?at_medium=RSS&at_campaign=rss,"Mon, 01 Dec 2025 09:57:33 GMT",BBC News,http://feeds.bbci.co.uk/news/rss.xml,negative,0.8701058626174927,0,0,0,15,2025-12-01T17:25:06.542360,,,Indonesia,,,,0,indonesia; floods; thousands; death toll; 500 another 500 people; a cyclone; the region; death; toll; people,indonesia; floods; thousands; death toll; 500 another 500 people
